language,id,text,documents.id,documents.score
en,1,How do you get rid of cramps,1,0.0895146728
en,2,What can i do about severe menstrual cramps and bloating?,2,0.0741215944
en,3,What gets rid of cramps?,3,0.0512863398
en,4,Whats a good way to get rid of cramps?,4,0.1882601976
en,5,Why do girls cramp during their period?,5,0.1483041346
en,6,how do u get rid of cramps,6,0.1323330998
en,7,How to get rid of cramps,7,0.0785882771
en,8,How do u get rid of cramps?,8,0.1323330998
en,9,What causes period cramps?,9,0.054808259
en,10,What helps cramps?,10,0.1008227766
en,11,How do you get rid of period cramps?,11,0.1192030609
en,12,Is it normal to have cramps after sex?,12,0.1416860819
en,13,What food helps cramps?,13,0.119328171
en,14,What helps period cramps?,14,0.1000007987
en,15,What's the best way to get rid of period cramps?,15,0.2177015543
en,16,Why do menstrual cramps hurt?,16,0.0409392416
en,17,what's the best way to get rid of cramps?,17,0.206458509
en,18,What causes cramps,18,0.0475569367
en,19,How do you get rid of period cramps,19,0.1192030609
en,20,Menstral cramps,20,3.8743019104003906e-7
en,21,Does advil help cramps?,21,0.0365180969
en,22,Why do you get cramps when your on your period?,22,0.0652089417
en,23,Why do you get cramps?,23,0.0062366128
en,24,What causes muscle cramps,24,0.0374288261
en,25,How to get rid of menstrual cramps?,25,0.0837714374
en,26,Wat helps cramps?,26,0.066006273
en,27,Why do periods give you cramps?,27,0.0612099171
en,28,Why do you get cramps when you have your period,28,0.0392828584
en,29,how to reduce cramps,29,0.1054437459
en,30,What can i do to get rid of my cramps?,30,0.1339355409
en,31,What is dysmennhea,31,0.1109362543
en,32,Reducing 02 in the uterus is not what causes menstrual cramps. Women who suffer from cramps seem to produce greater amounts MORE? MORE,32,0.0471636653
en,33,How to stop cramps,33,0.048772037
en,34,Why do people call muscle cramps a charley horse? Where did the saying come from?,34,0.1582571566
en,35,how do bananas help cramps?,35,0.1160907745
en,36,What makes cramps go away fast?,36,0.0720232725
en,37,How to relieve pain during your period?,37,0.1756854057
en,38,What helps with period cramps,38,0.1197808683
en,39,what do menstrual cramps feel like?,39,0.0769866705
en,40,How to help menstral cramps,40,0.1010227203
en,41,Cramping during pregnancy,41,0.0945755541
en,42,Why do you have cramps when You're on your period  <3,42,0.9618813992
en,43,How do you get rid of cramps and muscle spasms?,43,0.1271232963
en,44,How to get ride of cramps,44,0.0940142572
en,45,How to make stomach cramps feel better?,45,0.1979372799
en,46,how do you get rid of a foot cramp?,46,0.081107378
en,47,Cramps and bloatins,47,1.00135803222656E-005
en,48,What can i do to help cramps?,48,0.1745914817
en,49,How do you get rid of period cramps without takin any meds ahhh im dying!!!!!!!,49,0.0567967892
en,50,what causes muscles to cramp?,50,0.0409597456
en,51,Do dogs get cramps when theyre in heat?,51,0.1165441275
en,52,What food helps with cramps?,52,0.1604111791
en,53,Stop cramps,53,0.0225321651
en,54,Do bananas help with period cramps?,54,0.1152897477
en,55,Does ice help with calf cramps?,55,0.0273509324
en,56,Is back pain a symptom of pms?,56,0.0986084938
en,57,What member of the cramps recently died,57,0.0414702594
en,58,Who are the members of the cramps,58,0.1005373299
en,59,do u get cramps when your pregnant?,59,0.1383246183
en,60,what causes premenstrual cramps,60,0.0210720003
en,61,What can u do if u have cramps really bad and your 13,61,0.1128441989
en,62,what else can i do to help my girlfriend not be in pain during her period?,62,0.2124980688
en,63,What causes severe muscle cramps?,63,0.0209715962
en,64,Why do females get cramps when they menstruate?,64,0.0475151241
en,65,does cramping two days after sex mean you are pregnant,65,0.2422403097
en,66,Is midol good for period cramps?,66,0.176301986
en,67,. I have horrible cramps but there is no period. Is it possible that im pregnant?,67,0.0576683581
en,68,Cramps on the right side are a symptom of what?,68,0.1655234396
en,69,"Lulu, why do i get pains in my lower back during my period?",69,0.0663635731
en,70,what medcine is best for cramps?,70,0.2016407847
en,71,what do you do when you have bad cramps?,71,0.0268439651
en,72,how can you make menstrual cramps stop?,72,0.1240234673
en,73,why do girls get cramps when the have their period?,73,0.0984140933
en,74,Does caffiene make your menstral cramps worse?,74,0.0618021488
en,75,Does ovulation cause cramps,75,0.0114166439
en,76,Can soap left on plastic cups cause diarreah? Stomach cramping?,76,0.1856231093
en,77,When your going to start your period why do you have cramps?,77,0.0929118693
en,78,wut does it mean when your eyeball cramps and aches everyday and it makes you feel like you have a headache? -Brookie(:,78,0.0236185193
en,79,i am cramping but im not fixin 2 start my period.its like off and on not contiuous.wut could this mean? -Brookie(:,79,0.0769561231
en,80,How to get cramps to go away,80,0.0131326616
en,81,Do you get cramps alot when you are pregnant?  ->.All HiS.<-,81,0.1746372283
en,82,What makes cramps go away ?,82,0.0418478549
en,83,what does cramping three days after sex mean,83,0.1780331731
en,84,"Early in pregnancy, do you get throat aches and cramps?",84,0.0174161792
en,85,Do u cramp when your ovulating,85,0.1186804771
en,86,is it normal 4 me 2 cramp even when im not on my period or bout 2 start... -Brookie(:,86,0.1610465646
en,87,Can menstrual cramps occur all month?,87,0.0971369743
en,88,What helps with your period cramps?,88,0.1678664088
en,89,Why do people get cramps and what organ is actually hurting GO FAIRPORT!!!!,89,0.0457081497
en,90,I get a lot of cramps all night and tingeling do you know why?,90,0.2380880415
en,91,i think i might be pregnant but i had cramps today does this mean im not pregnant,91,0.0237864256
en,92,What is good to do or to take for a muscle cramp?,92,0.1671751738
en,93,i think i might be pregnant but i had cramps with a little bit of spotting does this mean i will be getting my period soon,93,0.0922754705
en,94,What makes the feeling of cramps?,94,0.0825018585
en,95,i am spotting and cramping really bad. does this mean my period will be coming soon,95,0.2456587255
en,96,What can you do to help make stomach cramps go away?,96,0.1279631555
en,97,How to reduce period cramping,97,0.7548494935
en,98,where are cramps most apparent,98,0.0197362602
en,99,If you have bad cramps when you are on your period does that mean you may be hard to get pregnant?,99,0.0427643359
en,100,cha cha why do women have cramps?,100,0.1696089506
en,101,What causes severe menstral cramps?,101,0.0055199564
en,102,Should I cramp halfway between periods?,102,0.0447979271
en,103,how long before your period will u have cramps?,103,0.1790238321
en,104,why do cramps happend during pregnancies?,104,0.0434078872
en,105,When ur pregnant do is it normal to have cramps like menstral cramps?,105,0.048399061
en,106,How do you get a cramp?,106,0.1075857282
en,107,What gets rid of cramp,107,0.0512863398
en,108,is cramps due to blood clotting? Sarah loves Anthony:),108,0.1315259933
en,109,can holding ur pee in to long make yew feel like yew r have menstrual cramps? -Brookie(:,109,0.1197237372
en,110,what helps your stomach feel better when you have cramps?,110,0.1925469935
en,111,y do u get cramps keaton<33333,111,0.0693616569
en,112,What if I dont have any pills to get rid of my menstration cramps what can I do,112,0.0414466858
en,113,How do you get rid of or help a cramp?,113,0.1824064851
en,114,is it possible to get menistral cramps when your pregnant.,114,0.118729949
en,115,What does it mean when a girl is cramping really bad in her Ovaries but she isn't on her period,115,0.0599851608
en,116,When you're on your period and have cramps where does the pain come from,116,0.1028389931
en,117,I am having a bad peiord and cramps what can i do to help it and stop the pain,117,0.008439362
en,118,Can women get cramps while being pregnant? (:SpaceBound_!,118,0.151948154
en,119,Why might my calves be cramping up?,119,0.0735280812
en,120,What about a natural remedy for severe menstral pain,120,0.0568200648
en,121,What causes cramping of the anal sphincter?,121,0.0283283889
en,122,What does it mean if you still have cramps after your periods over?,122,0.0902249515
en,123,"Is Cramping, breaking out, headache and fatigue signs of pregnancy?",123,0.0112107694
en,124,Are stomach cramps a symptom of pms?,124,0.0883753002
en,125,why do you get cramps when youre on your period??,125,0.0933241844
en,126,How do i avoid foot cramps?,126,0.0637748241
